,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,=,,+,,+,,,,Fabric,,,"( Whisper 53,5% / Wraith 58,2% ⏳)",,,,,,,=,2,,+,,,,,, Detonator,,, ( Marine sphere 25% ),,,,,,,,,,
,,=,,+,,,,,,Immortal heart,,,( Verit 90% ⏳),,,,,,,=,,+,,+,,,,, Tendon,,, ( Marine sphere 50% ),,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,=,,+,,+,,,,, Ment,,," ( Red plant 0,5% )",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   CUISINE ( recettes les plus utiles tranche Lv 1 ~ 6 / 100% réussite / durée 30 min / perte à la mort / Discount Lv 10 ),,,,,,,,,,,,,,,,,,,,,,RO 仙境傳說Online：樂園哈啦板,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Level 6 cookbook,,,,"( Orc lady 0,1% )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,STR ( ⬅ luxe / budget ➡ ),,,,,,,,,,,,,,,,,,INT ( ⬅ luxe / budget ➡ ),,,,,,,,,,,,,,,,,,,,,,,
,,+ 6 STR,,,Shiny shabu meat,,,,,,+ 5 STR,,,"Mrs. Gingerbread
city's pancakes",,,,,,+ 5 INT,,,Mastella wine,,,,,,+ 3 INT,,,Herbal honey tea,,,,,,,,,,
,, Honey,,,"( Bigfoot 2,5% )",,,,,,Sweet potato,,,"( Willow 10% / Bigfoot 7,5%)",,,,,,Lemon,,,"( Minorous 1,5% ⏳)",,,,,,Honey,,,"( Bigfoot 2,5% )",,,,,,,,,,
,, Yellow herb,,,"( Galapago 17,5% )",,,,,,Honey,,,"( Bigfoot 2,5% )",,,,,,Alcohol,,,( alchimie ),,,,,,White herb,,,( Sidewinder / Petite 5% ),,,,,,,,,,
,, Shiny scale,,,"( Side winder 26,7% )",,,,,,Carrot,,,11 z,,,,,,Blue potion,,,( alchimie ),,,,,,Yellow spice,,,760 z,,,,,,,,,,
,, Meat,,,38 z,,,,,,Grain,,,152 z,,,,,,Yellow spice,,,760 z,,,,,,,,,,,,,,,,,,,
,, Mastela,,,6460 z ( PNJ d'events ),,,,,,Cooking oil,,,380 z,,,,,, Mastela,,,6460 z ( PNJ d'events ),,,,,,,,,,,,,,,,,,,
,,,,,6 498 Zeny,,,,,,,,,543 Zeny,,,,,,,,,7 220 Zeny,,,,,,,,,760 Zeny,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AGI ( ⬅ semi-luxe / budget ➡ ),,,,,,,,,,,,,,,,,,DEX ( ⬅ semi-budget / budget ➡ ),,,,,,,,,,,,,,,,,,,,,,,
,,+ 6 AGI,,,Spicy Chili shrimp soup,,,,,,+ 5 AGI,,,"Steamed pumpkin
with bat wing",,,,,,+ 5 DEX,,,Green salad,,,,,,+ 4 DEX,,,Cream sandwich,,,,,,,,,,
,,Lemon,,,"( Minorous 1,5% ⏳)",,,,,,Wing of red bat,,,"( Drainilar 27,5% )",,,,,,Hinalle leaflet,,,( Grove 5% ),,,,,,Yellow herb,,,"( Galapago 17,5% )",,,,,,,,,,
,,Shrimp,,,15 z,,,,,,Jack o'pumpkin,,,( Jakk 45%⏳),,,,,,Aloe leaf,,,"( Grove 7,5% )",,,,,,Milk,,,19 z,,,,,,,,,,
,,Sweet sauce,,,532 z,,,,,,Hinalle leaflet,,,( Grove 5% ),,,,,,Sharp leaf,,,( Dryad 15% ),,,,,,Cheese,,,21 z,,,,,,,,,,
,,Red spice,,,760 z,,,,,,Red herb,,,( Spore 10% / Snake 8% ),,,,,,Huge leaf,,,( Dryad / Wootan fighter 5% ),,,,,,Meat,,,38 z,,,,,,,,,,
,,,,,,,,,,,Pot,,,152 z,,,,,,Sweet sauce,,,532 z,,,,,,Bread,,,114 z,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Yellow spice,,,760 z,,,,,,Sweet sauce,,,532 z,,,,,,,,,,
,,,,,1 307 Zeny,,,,,,,,,152 Zeny,,,,,,,,,1 262 Zeny,,,,,,,,,724 Zeny,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,VIT (budget),,,,,,,,,,,,,,,,,,LUK ( budget ),,,,,,,,,,,,,,,,,,,
,,,,,,+ 6 VIT,,,Steamed scorpion tails,,,,,,,,,,,,,,,+ 5 LUK,,,Scorpion stir-fry,,,,,,,,,,,,,,,
,,,,,,Scorpion tail,,,"( Scorpion 27,5% )",,,,,,,,,,,,,,,Scorpion tail,,,"( Scorpion 27,5% )",,,,,,,,,,,,,,,
,,,,,,Green herb,,,( Fabre 30% ),,,,,,,,,,,,,,,Bug leg,,,"( Argiope 26,7% )",,,,,,,,,,,,,,,
,,,,,,Old frying pan,,,( Magnolia 45% ),,,,,,,,,,,,,,,Huge leaf,,,( Dryad / Wootan fighter 5% ),,,,,,,,,,,,,,,
,,,,,,Cooking Oil,,,38 z,,,,,,,,,,,,,,,Old frying pan,,,( Magnolia 45% ),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,Cooking oil,,,380 z,,,,,,,,,,,,,,,
,,,,,,,,,38 Zeny,,,,,,,,,,,,,,,,,,380 Zeny,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   AUTRES ( Parchemin sage : 20 min / 2 versions suivants les sources ; à valider IG ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,= 3 000 z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,=,,+,,,,=,3,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,=,,+,,,,=,3,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,=,,+,,,,=,3,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,=,,+,,,,=,3,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,   HAT les plus utiles ( merci @ Fubuki ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,=,Mixture and Counteragent Quest - Ragnarok Online,,,,,,,,"( attention les quêtes ne sont  peu être plus totalement à jour, surtout la localisation de NPC )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,=,Dye Making Guide - Ragnarok Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Hair Brush,,,"Comodo
 ( 224 / 171 )",,,,,,"Hot blooded
headband",,,"Morroc
( 79 / 65 )",,,,,,Sakkat,,,"Morroc
( 128 / 55 )",,,,,,,,,,,,,,,,,,,
,,CRIT +6,,,( upper ),,,,,,STR +2,,,( upper ),,,,,,AGI +1,,,( upper ),,,,,,,,,,,,,,,,,,,
,,1,Mixture,,,( Craft ),,,,,1,Picky card,,,,,,,,120,Trunk,,( Greatest general 10% ),,,,,,,,,,,,,,,,,,,
,,1,Scarlet dyestuff,,,( Craft ),,,,,1,Bandana,,,( NPC ? ),,,,,10 000 z,,,,,,,,,,,,,,,,,,,,,,
,,50,Solid Shell,,,( Cornutus 5%),,,,,1,White deaystuff,,,( Craft ),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,Axe [3],,,( NPC ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
